orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000659,Bartonella_bovis_91-4,BBBE_RS03930,NA,NA,,RluA family pseudouridine synthase,939
OG0000659,Bartonella_elizabethae_NCTC12898,EL285_RS04680,555,A9,,RluA family pseudouridine synthase,984
OG0000659,Bartonella_gerbillinarum_FN71,IPKPMCFA_01285,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00215,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_01033,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00186,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00033,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_01075,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_01194,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00033,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_00412,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00722,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00165,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_00220,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00645,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_00654,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_grahamii_as4aup,BGR_RS06115,NA,NA,,RluA family pseudouridine synthase,984
OG0000659,Bartonella_henselae_BM1374163,PRJBM_RS04840,NA,NA,,RluA family pseudouridine synthase,984
OG0000659,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_01403,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_01350,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_01241,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_FN12-1,EMOIKDEC_00780,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_01549,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_01330,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_01442,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_01353,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_01389,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_01001,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_C1,LKICNHNN_00771,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_C2,NGJGDJAJ_00818,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_C3,MOMDPIKI_01398,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_D1,CHDJJCHF_00815,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_D2,GCOMBPFH_00829,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_D3,JGDFGBJJ_00777,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
