orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000719,Bartonella_bovis_91-4,BBBE_RS04605,NA,NA,,UvrD-helicase domain-containing protein,2418
OG0000719,Bartonella_elizabethae_NCTC12898,EL285_RS05110,NA,NA,,UvrD-helicase domain-containing protein,2337
OG0000719,Bartonella_gerbillinarum_FN71,IPKPMCFA_00134,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE1-2_A1,NGMDFPDP_00122,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE1-2_A2,DCJOKJGC_00345,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE1-2_B1,PEOOCOEB_00359,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE1-2_B2,MHFFGBDM_00344,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE1-2_B3,EPECHDMP_00231,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE1-2_C,EMBLIICP_00059,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE3-1_A,OIDCCKFD_00122,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE3-1_B1,CAHOLCOL_00254,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE3-1_B2,GCDFGLPA_00857,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE3-1_B3,IHHODCJK_00423,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE3-1_B4,MJAEBMJE_00506,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE3-1_B5,JPLDOKKC_00420,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_gerbillinarum_OE3-1_C,NMIIJIPG_00566,NA,NA,uvrD,DNA helicase II,2334
OG0000719,Bartonella_grahamii_as4aup,BGR_RS06625,NA,NA,,UvrD-helicase domain-containing protein,2340
OG0000719,Bartonella_henselae_BM1374163,PRJBM_RS05255,NA,NA,,UvrD-helicase domain-containing protein,2337
OG0000719,Bartonella_khokhlovae_OE5-1_A,BMMGAKCC_00611,NA,NA,uvrD,DNA helicase II,2331
OG0000719,Bartonella_khokhlovae_OE5-1_B,FGBOIPEM_00520,NA,NA,uvrD,DNA helicase II,2331
OG0000719,Bartonella_khokhlovae_OE5-1_C,OGFLLMDA_00588,NA,NA,uvrD,DNA helicase II,2331
OG0000719,Bartonella_krasnovii_FN12-1,EMOIKDEC_01277,NA,NA,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_A1,JEMLOCML_00966,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_A2,CNPEIIHJ_00894,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_A3,FNJMBGLL_00953,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_A4,KJGNIHHA_00694,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_A5,ELDOKPEM_00689,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_B,BOFBMHLF_00840,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_C1,LKICNHNN_00673,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_C2,NGJGDJAJ_00723,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_C3,MOMDPIKI_00772,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_D1,CHDJJCHF_00662,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_D2,GCOMBPFH_00682,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_D3,JGDFGBJJ_00683,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_D4,GFDDFGGD_00743,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_D5,BINCMBPP_00248,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_G,DJDNEOMB_01031,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OE1-1_H,GMAGJBIB_00745,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_krasnovii_OY11,PDPJCBEH_00407,96,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_negeviensis_ga95fn6_A,KLALJOCO_00762,1066,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_negeviensis_ga95fn6_B,IPPNIHCA_00719,1066,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_negeviensis_ga95fn6_C,IMMEILNN_00660,1066,A9,uvrD,DNA helicase II,2337
OG0000719,Bartonella_queenslandensis_AUST-NH15,BN338_RS03160,NA,NA,,UvrD-helicase domain-containing protein,2337
OG0000719,Bartonella_quintana_MF1-1,MF1_RS01955,43,C9,,UvrD-helicase domain-containing protein,2334
OG0000719,Bartonella_rattaustraliani_AUST-NH4,BN67_RS01710,NA,NA,,UvrD-helicase domain-containing protein,2340
OG0000719,Bartonella_tribocorum_BM1374166,BM1374166_RS07420,NA,NA,,UvrD-helicase domain-containing protein,2337
